client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
Engie,2023-12-30,4,227.75,debit_card,12:30,Albania
Leonardo S.p.A.,2023-05-14,76,236.54,cash,11:57,Bosnia and Herzegovina
Proximus,2023-02-05,13,162.02,credit_card,21:11,Lithuania
CRH plc,2023-05-09,8,204.26,debit_card,22:21,Finland
CRH plc,2023-09-15,61,229.86,debit_card,00:47,Ireland
DCC plc,2023-09-28,2,138.86,cash,18:56,Vatican City
Stellantis,2023-01-30,24,83.65,credit_card,08:09,San Marino
BNP Paribas,2023-06-29,82,115.05,credit_card,11:44,Andorra
Roche,2023-06-22,40,260.87,credit_card,22:35,Portugal
Siemens,2023-11-03,54,206.41,debit_card,14:38,Bulgaria
Associated British Foods,2023-05-21,47,92.26,cash,11:37,Germany
Aviva,2023-03-22,71,19.75,cash,10:13,Albania
Proximus,2023-05-06,27,180.66,credit_card,06:19,Spain
Telia Company,2023-05-20,80,113.38,cash,05:54,Poland
Daimler,2023-06-11,70,178.94,cash,09:05,San Marino
Porsche,2023-02-24,58,61.48,debit_card,07:18,United Kingdom
Standard Chartered,2023-04-18,62,276.44,debit_card,01:28,Slovakia
Sanofi,2023-03-05,83,118.71,credit_card,22:07,Kosovo
Bosch,2023-06-16,24,285.72,credit_card,18:13,Czech Republic
Persimmon plc,2023-03-01,3,141.33,debit_card,15:24,United Kingdom
Maersk,2023-03-16,71,297.01,debit_card,16:03,Hungary
Delhaize Group,2023-04-11,21,61.85,credit_card,05:11,Bulgaria
CaixaBank,2023-04-06,29,102.43,debit_card,18:57,Sweden
Kingspan Group,2023-04-06,79,241.21,credit_card,03:50,Denmark
Neste,2023-04-17,66,198.35,cash,02:57,Greece
Puma,2023-03-26,58,241.93,cash,20:05,Liechtenstein
Amadeus IT Group,2023-08-10,90,51.91,cash,00:59,Serbia
Aviva,2023-03-07,23,212.81,cash,21:04,Netherlands
Nestlé,2023-09-10,9,94.18,debit_card,11:17,Ukraine
Lindt & Sprüngli,2023-09-23,4,94.69,credit_card,04:41,Ukraine
Merck Group,2023-03-22,4,107.87,cash,20:46,Ukraine
Novartis,2023-11-23,97,177.91,credit_card,07:44,Netherlands
NH Hotel Group,2023-06-12,2,293.42,credit_card,14:20,Austria
Argenta,2023-10-03,86,84.56,credit_card,03:46,Monaco
IKEA,2023-04-12,68,296.41,cash,13:15,Ireland
SSE plc,2023-09-29,41,189.82,debit_card,09:07,Lithuania
Ferrari,2023-03-27,40,175.48,cash,11:33,Norway
Bankia,2023-08-11,60,242.05,debit_card,09:52,Serbia
Flutter Entertainment,2023-12-16,21,88.34,debit_card,20:50,Norway
Savills,2023-09-16,89,252.55,cash,06:01,Malta
Grifols,2023-03-17,87,180.98,credit_card,17:51,Iceland
Novartis,2023-03-09,5,33.93,cash,20:18,Iceland
Wolseley,2023-03-25,61,66.91,debit_card,09:00,Netherlands
Fincantieri,2023-11-04,3,104.8,debit_card,21:55,Malta
Demant,2023-12-05,65,278.08,credit_card,16:55,Slovenia
Barco,2023-10-27,19,150.96,credit_card,15:32,United Kingdom
LEGO Group,2023-03-23,47,11.49,debit_card,11:11,Albania
Zardoya Otis,2023-07-01,58,256.65,debit_card,04:06,Portugal
Informa,2023-11-22,60,261.52,credit_card,17:18,Malta
Barry Callebaut,2023-05-14,26,45.6,debit_card,01:40,Montenegro
Atlas Copco,2023-02-12,46,295.37,cash,23:31,Norway
Atlas Copco,2023-01-07,76,49.36,credit_card,22:31,North Macedonia
Arcadis,2023-04-19,57,134.71,credit_card,03:41,Spain
Nestlé,2023-07-25,38,142.13,credit_card,10:02,Czech Republic
Enel,2023-09-16,95,89.88,credit_card,03:52,United Kingdom
Storebrand,2023-05-14,55,151.71,cash,02:06,United Kingdom
Paddy Power Betfair,2023-12-16,3,134.62,cash,01:30,Iceland
Ericsson,2023-12-02,78,72.66,debit_card,01:11,Finland
Bekaert,2023-11-30,8,35.75,credit_card,19:59,Denmark
Barco,2023-10-21,26,161.41,cash,17:08,Belarus
Commerzbank,2023-04-29,93,140.22,cash,14:22,Estonia
Centrica,2023-01-16,39,25.72,debit_card,02:03,United Kingdom
Lufthansa,2023-06-05,9,240.89,debit_card,13:42,Serbia
Novo Nordisk,2023-10-31,26,28.59,debit_card,18:06,Belgium
Ferrari,2023-03-05,60,42.48,debit_card,22:37,Liechtenstein
UCB,2023-10-06,71,149.65,debit_card,02:22,Ukraine
Clariant,2023-08-14,71,244.33,credit_card,15:55,Monaco
Bunzl,2023-01-13,83,26.0,debit_card,12:34,Italy
Sartorius,2023-01-30,5,245.52,cash,08:24,Slovakia
ArcelorMittal,2023-11-25,62,12.26,cash,14:09,Croatia
Lindt & Sprüngli,2023-10-19,93,114.54,debit_card,23:05,Spain
JD Wetherspoon,2023-12-24,68,102.65,credit_card,11:13,Greece
Hikma Pharmaceuticals,2023-08-14,86,173.06,credit_card,07:33,Croatia
Terna,2023-04-09,67,268.53,credit_card,13:41,Slovenia
Volkswagen,2023-06-17,89,138.46,debit_card,13:52,Spain
TomTom,2023-04-13,21,91.21,cash,09:57,Malta
Fincantieri,2023-10-01,69,187.42,debit_card,09:19,Sweden
Pearson plc,2023-06-04,60,279.07,debit_card,00:23,Cyprus
Swisscom,2023-12-20,2,188.42,cash,17:09,Andorra
Sika AG,2023-02-18,14,205.38,cash,17:42,Croatia
Commerzbank,2023-11-28,86,162.61,cash,20:52,Romania
Blackstone Group,2023-04-02,52,116.63,credit_card,11:39,Sweden
Mota-Engil,2023-06-24,44,58.47,cash,05:14,Cyprus
Continental AG,2023-11-09,50,145.95,credit_card,05:02,Cyprus
Centrica,2023-12-04,8,200.73,credit_card,13:18,Serbia
Abertis,2023-02-13,24,47.22,cash,23:13,Sweden
Ferrovial,2023-12-30,99,249.04,cash,10:38,Estonia
Straumann,2023-02-07,94,193.28,debit_card,20:59,Vatican City
DNB ASA,2023-07-12,15,221.89,credit_card,05:54,Norway
Mitchells & Butlers,2023-12-27,100,189.84,credit_card,06:31,Hungary
Zurich Insurance Group,2023-07-01,40,92.13,debit_card,20:43,Ireland
JD Sports Fashion,2023-12-07,100,259.65,debit_card,21:56,Hungary
Aviva,2023-08-27,98,171.82,cash,17:55,Latvia
Mediaset,2023-01-27,49,31.06,cash,09:13,Andorra
SEB Group,2023-07-17,97,185.38,cash,20:26,Romania
Kingfisher plc,2023-10-06,1,78.87,credit_card,04:01,Italy
Orange,2023-06-10,68,261.94,credit_card,06:59,Latvia
Allianz,2023-11-24,95,92.08,credit_card,21:02,Ukraine
UPM-Kymmene,2023-04-21,19,40.8,credit_card,06:06,Greece
Barry Callebaut,2023-09-17,78,238.88,credit_card,06:59,Slovakia
Betsson,2023-07-09,23,18.94,credit_card,11:39,Cyprus
Strabag,2023-10-11,8,249.29,credit_card,09:06,Netherlands
Kingfisher plc,2023-01-05,73,63.61,cash,21:53,Czech Republic
Skanska,2023-12-29,79,220.17,cash,13:18,Liechtenstein
Cairn Homes,2023-07-01,72,231.54,credit_card,23:29,Iceland
Bawag Group,2023-02-14,80,11.05,debit_card,09:24,Moldova
Compass Group,2023-02-23,51,73.48,cash,17:53,France
Ferrari,2023-01-07,49,244.66,credit_card,07:52,United Kingdom
DSM,2023-11-16,86,101.73,credit_card,15:19,Spain
Deutsche Bank,2023-02-17,88,226.84,debit_card,02:39,Ireland
Aviva,2023-11-06,77,255.79,debit_card,18:58,Spain
Aegon,2023-12-15,88,58.29,debit_card,13:14,Switzerland
Aegon,2023-09-12,2,186.53,credit_card,20:09,Malta
Bankia,2023-06-04,19,68.64,credit_card,23:42,Italy
Ferrero,2023-10-18,95,131.12,credit_card,00:07,United Kingdom
HSBC Holdings,2023-05-09,8,277.65,debit_card,04:55,Moldova
Roche,2023-07-30,34,270.93,debit_card,04:32,Slovakia
Aviva,2023-04-30,10,282.82,credit_card,07:03,Slovenia
Adidas,2023-04-08,5,170.78,cash,22:44,Lithuania
Galenica,2023-10-25,22,98.49,cash,07:30,Montenegro
Nokia,2023-06-23,22,92.89,debit_card,16:45,Iceland
Straumann,2023-09-07,66,288.47,debit_card,15:01,Bosnia and Herzegovina
Mota-Engil,2023-10-12,97,152.54,cash,08:59,United Kingdom
Tryg,2023-12-12,60,163.19,debit_card,14:12,Liechtenstein
Vattenfall,2023-10-18,33,299.2,credit_card,10:48,Cyprus
Fortum,2023-02-04,30,232.98,cash,10:15,Moldova
Danone,2023-08-11,59,67.98,cash,09:57,Serbia
Skanska,2023-11-24,77,18.46,cash,04:14,Monaco
HSBC Holdings,2023-09-23,51,267.44,debit_card,18:50,Cyprus
METRO AG,2023-11-12,84,163.77,cash,23:50,Malta
AkzoNobel,2023-01-07,33,40.44,cash,10:53,Finland
Associated British Foods,2023-07-23,11,53.41,cash,01:04,Latvia
Telenor,2023-03-19,76,155.9,credit_card,11:38,Malta
Sacyr,2023-09-04,76,68.73,credit_card,12:18,Albania
888 Holdings,2023-01-29,18,220.78,debit_card,07:29,Belarus
InterContinental Hotels Group,2023-07-27,100,276.73,debit_card,13:03,Serbia
JD Sports Fashion,2023-09-10,33,156.93,cash,21:33,Italy
Enel,2023-04-15,73,18.58,credit_card,00:06,Monaco
Fiat,2023-02-01,22,171.63,debit_card,11:19,Germany
BAE Systems,2023-11-08,51,112.89,cash,14:56,Belgium
Barilla,2023-09-15,87,179.34,cash,07:04,Slovenia
Reckitt Benckiser,2023-05-19,98,229.15,cash,21:39,North Macedonia
DSM,2023-02-26,74,242.91,cash,03:47,Iceland
Eni,2023-10-22,39,297.56,debit_card,11:07,Iceland
BBVA,2023-08-16,80,272.91,cash,10:37,Luxembourg
William Demant,2023-08-11,14,78.62,cash,12:26,France
Spirax-Sarco Engineering,2023-08-18,79,292.05,credit_card,14:00,Bosnia and Herzegovina
Ørsted,2023-01-21,87,120.75,cash,00:20,Slovakia
CRH plc,2023-07-30,80,288.9,cash,11:01,Iceland
Fortum,2023-01-25,20,117.12,credit_card,22:23,Bulgaria
Cancom,2023-10-24,63,34.59,debit_card,14:27,Austria
STMicroelectronics,2023-08-15,76,295.98,credit_card,12:56,Luxembourg
Fresenius,2023-08-17,95,276.0,debit_card,06:44,Denmark
Kingspan Group,2023-05-28,33,298.36,cash,23:06,France
Nestlé,2023-04-04,56,39.42,debit_card,15:57,Serbia
Diageo,2023-11-05,25,43.77,cash,11:13,Ireland
Whitbread,2023-12-08,41,266.29,debit_card,13:42,Luxembourg
Sandvik,2023-03-13,70,235.47,credit_card,07:24,Malta
Osram,2023-05-01,45,100.46,debit_card,00:40,San Marino
Volvo Group,2023-03-26,56,136.9,debit_card,05:07,Belarus
Paddy Power Betfair,2023-02-25,8,210.87,cash,17:04,Monaco
Viscofan,2023-05-30,60,106.47,cash,11:33,Bosnia and Herzegovina
Coca-Cola European Partners,2023-10-23,74,174.43,debit_card,07:37,Switzerland
UBS,2023-11-12,42,145.83,cash,12:30,Vatican City
BMW,2023-04-09,61,14.48,cash,04:42,Hungary
Just Eat,2023-03-16,75,238.71,credit_card,19:59,Vatican City
Telia Company,2023-06-11,1,158.89,cash,09:34,Netherlands
Mapfre,2023-10-19,59,23.8,credit_card,19:24,Hungary
Electrolux,2023-12-29,75,180.05,credit_card,20:22,Monaco
Roche,2023-05-06,100,299.35,debit_card,20:23,Netherlands
DNB ASA,2023-10-31,15,77.23,credit_card,07:00,Estonia
Barco,2023-03-04,76,84.69,cash,05:00,Slovenia
KBC Group,2023-07-04,44,47.98,debit_card,09:12,Luxembourg
Novartis,2023-03-09,65,289.48,debit_card,02:42,Montenegro
Swiss Re,2023-06-14,71,67.33,cash,13:19,Slovenia
Deutsche Bank,2023-10-03,20,171.32,cash,11:12,Kosovo
Storebrand,2023-04-29,87,265.81,credit_card,19:18,Bosnia and Herzegovina
CRH plc,2023-06-13,24,119.99,cash,19:31,Montenegro
Alfa Laval,2023-10-30,54,230.23,debit_card,18:50,North Macedonia
ISS A/S,2023-03-23,50,219.25,credit_card,00:46,Ireland
SKF,2023-10-27,26,99.93,credit_card,15:46,France
Rolls-Royce Holdings,2023-11-15,67,163.8,cash,02:26,Lithuania
Glanbia,2023-03-04,25,288.72,credit_card,02:17,Czech Republic
Euskaltel,2023-11-09,13,21.62,cash,11:53,Bulgaria
Société Générale,2023-06-09,76,167.85,debit_card,10:47,San Marino
Volvo Group,2023-05-28,39,187.61,credit_card,03:24,Italy
Temenos AG,2023-12-20,6,56.6,credit_card,18:21,Montenegro
UniCredit,2023-01-09,94,30.67,credit_card,19:32,Iceland
Airbus,2023-06-21,8,31.37,cash,13:42,San Marino
Wolseley,2023-09-12,27,72.57,credit_card,00:47,Sweden
Capgemini,2023-09-07,75,91.88,cash,03:53,Romania
Mapfre,2023-02-22,78,181.74,credit_card,18:59,Croatia
Experian,2023-04-03,96,268.02,debit_card,04:00,Monaco
GSK,2023-08-31,98,246.06,debit_card,23:48,Denmark
DNB ASA,2023-01-26,84,122.45,debit_card,06:02,Lithuania
Greene King,2023-06-21,32,187.86,debit_card,22:44,Denmark
Acerinox,2023-07-04,50,174.98,debit_card,16:41,Spain
Balfour Beatty,2023-11-08,12,115.99,cash,05:26,Moldova
Nokia,2023-11-17,81,73.7,credit_card,10:00,Iceland
EasyJet,2023-02-16,87,139.53,credit_card,18:30,Hungary
MAN SE,2023-09-29,97,230.42,credit_card,21:40,Denmark
Carnival Corporation & plc,2023-12-19,87,135.53,cash,20:54,Poland
Reckitt Benckiser,2023-02-03,77,83.35,credit_card,23:05,Slovakia
Sage Group,2023-12-09,58,235.62,cash,07:55,Moldova
Bord na Móna,2023-06-23,88,257.26,credit_card,22:39,Vatican City
Barry Callebaut,2023-04-24,67,127.05,debit_card,09:59,Lithuania
Poste Italiane,2023-04-09,57,294.08,credit_card,10:10,North Macedonia
Temenos AG,2023-02-19,22,173.21,credit_card,00:00,Luxembourg
CRH plc,2023-06-21,25,102.92,cash,07:17,Romania
Pirelli,2023-12-19,18,155.17,credit_card,02:31,Ukraine
ITV plc,2023-02-26,16,252.39,cash,16:07,Malta
Burberry,2023-05-28,75,192.07,debit_card,13:00,Sweden
Alantra Partners,2023-06-22,57,184.63,credit_card,14:41,Slovenia
CaixaBank,2023-04-20,83,21.97,credit_card,01:53,Croatia
GVC Holdings,2023-10-14,92,197.09,credit_card,02:42,Ireland
Voestalpine,2023-11-15,95,203.01,credit_card,03:40,Croatia
Relx Group,2023-03-04,69,181.28,credit_card,21:37,Austria
Bord na Móna,2023-05-11,65,187.0,cash,01:15,Slovenia
Prada,2023-02-22,24,192.16,credit_card,21:04,Ireland
Tryg,2023-09-27,57,287.87,credit_card,11:55,Ukraine
Fraport,2023-09-07,1,47.26,debit_card,01:09,Belgium
Tele2,2023-05-14,72,92.61,credit_card,11:45,Romania
Danone,2023-01-08,73,121.69,debit_card,16:13,Norway
E.ON,2023-07-26,5,226.37,credit_card,07:18,Sweden
Intesa Sanpaolo,2023-05-08,7,104.1,cash,16:20,Portugal
Andritz AG,2023-03-15,29,254.16,credit_card,01:35,Finland
Admiral Group,2023-05-12,48,39.88,credit_card,22:06,Malta
Burberry,2023-04-26,60,230.73,debit_card,01:36,Austria
Hammerson,2023-11-25,75,163.41,debit_card,12:06,Bosnia and Herzegovina
Wolseley,2023-07-19,62,44.48,credit_card,15:38,Luxembourg
Mondi,2023-08-31,42,147.93,cash,20:51,Hungary
Andritz AG,2023-08-10,94,225.15,cash,22:32,San Marino
Sainsbury's,2023-01-29,39,119.01,debit_card,23:59,Slovakia
KBC Group,2023-11-12,11,258.52,debit_card,08:02,Latvia
Barclays,2023-07-14,19,254.28,cash,09:34,Belarus
Volvo,2023-08-17,86,120.18,credit_card,15:08,Cyprus
Betsson,2023-02-15,31,272.77,debit_card,02:06,Ireland
Royal BAM Group,2023-04-03,3,56.82,debit_card,06:51,Iceland
Fincantieri,2023-09-29,96,48.23,debit_card,22:55,Estonia
Iberdrola,2023-05-18,76,13.11,credit_card,00:46,Kosovo
Johnson Matthey,2023-08-31,19,293.0,debit_card,15:30,Norway
Andritz AG,2023-11-07,75,173.33,debit_card,07:21,Bosnia and Herzegovina
Continental AG,2023-06-15,100,269.86,cash,01:09,Belarus
Euroclear,2023-03-26,38,201.55,cash,09:00,Portugal
St. James's Place plc,2023-11-24,8,99.63,cash,00:01,Lithuania
London Stock Exchange Group,2023-12-20,88,232.2,debit_card,05:03,Ukraine
CRH plc,2023-08-10,7,53.66,debit_card,02:26,Portugal
Atlantia,2023-05-19,71,67.56,cash,16:49,Hungary
Royal Dutch Shell,2023-10-09,7,231.74,credit_card,18:12,Lithuania
Maersk,2023-05-18,41,171.06,debit_card,18:49,Estonia
Sainsbury's,2023-08-23,29,135.59,credit_card,23:09,Slovakia
BT Group,2023-08-13,97,186.28,credit_card,03:04,North Macedonia
Arcadis,2023-06-20,50,207.68,credit_card,10:49,Hungary
Knight Frank,2023-02-01,31,182.58,cash,00:25,Finland
Anheuser-Busch InBev,2023-07-10,4,281.8,debit_card,04:07,Czech Republic
Beiersdorf,2023-11-23,42,136.93,cash,04:37,Croatia
Erste Group,2023-11-20,54,23.56,cash,14:14,Malta
Sandvik,2023-03-18,35,213.65,cash,19:54,Norway
Zurich Insurance Group,2023-12-30,49,19.06,cash,08:39,Finland
ABB,2023-12-11,76,207.59,debit_card,07:48,Serbia
William Demant,2023-03-22,35,74.24,debit_card,14:18,Croatia
Randstad Holding,2023-02-04,57,63.87,debit_card,06:47,Bosnia and Herzegovina
Coca-Cola HBC,2023-02-08,30,213.76,debit_card,21:39,Finland
Smurfit Kappa,2023-11-13,4,232.82,cash,19:08,Portugal
LEGO Group,2023-02-18,91,264.4,credit_card,19:34,Bulgaria
Kindred Group,2023-04-16,17,171.52,credit_card,17:13,Iceland
Daimler,2023-10-09,48,152.3,debit_card,20:51,Estonia
Bord na Móna,2023-05-12,69,179.62,cash,06:05,Switzerland
Vodafone Group,2023-01-01,9,280.55,debit_card,13:43,Liechtenstein
Delivery Hero,2023-01-24,34,101.49,debit_card,15:53,Cyprus
Enel,2023-04-06,87,74.27,cash,14:03,Netherlands
Vidrala,2023-03-07,12,72.4,cash,05:48,Malta
Experian,2023-11-05,23,144.97,debit_card,02:02,Belgium
Aegon,2023-05-13,25,276.99,cash,14:46,Latvia
Stora Enso,2023-08-18,42,294.95,cash,06:19,Belgium
Land Securities,2023-05-09,81,105.54,cash,19:52,Luxembourg
Vodafone Group,2023-10-20,92,113.91,credit_card,05:33,Croatia
Orkla,2023-04-01,90,53.69,credit_card,11:20,Ireland
Zalando,2023-08-06,67,100.37,debit_card,17:19,France
EDF,2023-09-27,87,220.51,credit_card,16:51,Moldova
ABB,2023-11-13,91,128.06,cash,05:13,Romania
Segro,2023-11-28,95,286.02,cash,22:37,Slovenia
Prada,2023-01-10,81,207.9,debit_card,00:34,Malta
Adecco Group,2023-10-18,13,90.53,credit_card,16:59,Belarus
Ferrovial,2023-08-12,47,15.66,credit_card,07:17,Malta
Flutter Entertainment,2023-07-23,32,53.28,debit_card,15:46,Moldova
ABB,2023-11-30,24,152.43,credit_card,11:21,Netherlands
888 Holdings,2023-03-23,25,177.81,cash,19:49,Netherlands
Bunzl,2023-05-20,45,164.7,debit_card,23:24,Albania
Saint-Gobain,2023-06-02,33,213.44,cash,16:11,Kosovo
Deutsche Telekom,2023-03-30,88,54.82,debit_card,02:05,Andorra
Land Securities,2023-04-01,45,26.31,cash,21:04,Spain
Paddy Power Betfair,2023-09-30,80,47.6,debit_card,08:01,United Kingdom
Barclays,2023-11-23,56,297.95,debit_card,08:48,Kosovo
Coca-Cola European Partners,2023-08-15,27,181.02,cash,23:22,Belarus
Rightmove,2023-03-22,43,101.77,credit_card,11:19,Belgium
Inditex,2023-06-30,56,270.79,cash,20:22,Estonia
Lufthansa,2023-10-21,49,116.21,debit_card,07:21,San Marino
AXA,2023-12-16,9,227.64,cash,23:52,Germany
Evonik,2023-01-27,40,60.7,debit_card,08:53,Norway
EDP,2023-10-05,38,154.02,credit_card,03:15,Hungary
Atlas Copco,2023-05-01,44,213.14,cash,06:17,Serbia
Derwent London,2023-02-14,35,251.23,cash,10:33,San Marino
Swatch Group,2023-04-18,49,257.68,debit_card,18:05,Italy
Bankia,2023-04-30,38,260.32,cash,16:58,Greece
Nestlé,2023-10-22,50,37.57,cash,07:53,Ukraine
Rightmove,2023-08-28,46,171.42,cash,00:11,Croatia
BT Group,2023-09-28,31,132.0,cash,06:15,Netherlands
Straumann,2023-09-12,88,50.42,credit_card,15:25,Portugal
Mediaset España,2023-06-18,98,169.05,credit_card,13:14,Vatican City
Diageo,2023-09-20,74,159.32,cash,05:04,Sweden
EDF Energy,2023-01-03,37,118.91,cash,09:20,Italy
Fortum,2023-06-11,17,286.27,credit_card,15:46,Italy
Ryanair,2023-10-09,90,18.22,cash,12:36,Italy
Volvo,2023-07-27,69,27.25,cash,22:21,Estonia
Delivery Hero,2023-07-08,60,247.12,credit_card,13:37,Cyprus
Next,2023-01-12,14,152.21,credit_card,22:00,Luxembourg
St. James's Place plc,2023-08-25,64,42.56,debit_card,16:48,Hungary
Compass Group,2023-07-01,52,61.35,debit_card,00:17,Sweden
Ryanair,2023-12-03,51,193.38,debit_card,01:11,Croatia
Zalando,2023-06-21,27,152.15,debit_card,22:05,Germany
Aviva,2023-06-08,71,94.74,credit_card,01:12,Poland
Philips,2023-07-27,96,146.01,debit_card,12:17,Ukraine
Imperial Brands,2023-04-11,7,30.89,cash,20:42,San Marino
Ashtead Group,2023-06-02,22,259.48,cash,12:59,Poland
Acerinox,2023-10-25,53,117.11,cash,16:47,Netherlands
JCDecaux,2023-06-21,23,34.69,debit_card,02:28,Estonia
Smiths Group,2023-08-30,68,263.96,debit_card,00:05,Iceland
Sandvik,2023-02-22,59,113.03,cash,11:45,North Macedonia
Orkla,2023-11-03,40,72.81,debit_card,01:48,Norway
HSBC,2023-04-03,50,94.39,debit_card,21:05,Bulgaria
Puma,2023-07-04,47,142.78,cash,23:01,Luxembourg
Legal & General,2023-06-01,25,98.39,credit_card,13:39,Croatia
NH Hotel Group,2023-04-26,94,126.78,debit_card,23:51,Finland
Land Securities,2023-07-16,21,153.96,credit_card,09:42,Finland
Relx Group,2023-10-09,95,26.66,debit_card,06:23,Sweden
Mapfre,2023-07-30,76,243.12,debit_card,14:28,San Marino
Novartis,2023-03-16,23,240.36,cash,20:19,Montenegro
Clariant,2023-04-13,48,166.28,debit_card,00:27,United Kingdom
Fincantieri,2023-12-29,80,138.49,cash,17:52,Netherlands
Evonik,2023-03-28,27,160.13,cash,14:30,Germany
ABB,2023-01-11,29,96.65,cash,10:22,Malta
Logitech,2023-11-27,92,260.23,credit_card,07:58,Bulgaria
Ryanair,2023-09-08,40,46.73,debit_card,14:34,Latvia
Lufthansa,2023-03-01,77,294.71,cash,02:41,Lithuania
Adecco Group,2023-04-08,70,191.45,debit_card,00:18,Poland
Evonik,2023-02-09,71,131.79,cash,14:06,Andorra
M&G,2023-03-22,29,279.74,credit_card,09:35,Slovenia
British American Tobacco,2023-06-13,79,203.9,cash,08:45,Poland
JD Wetherspoon,2023-06-12,99,58.56,debit_card,13:43,Latvia
Daimler,2023-09-28,47,219.98,cash,19:14,Serbia
Melrose Industries,2023-06-27,90,123.3,debit_card,19:58,France
Inditex,2023-06-25,36,59.77,credit_card,23:25,Serbia
Capgemini,2023-12-03,27,256.71,cash,07:44,Iceland
Vattenfall,2023-09-14,2,54.8,credit_card,02:28,Ireland
Banco Comercial Português,2023-03-09,56,81.03,credit_card,10:20,Monaco
Siemens,2023-11-05,45,147.18,debit_card,10:01,Cyprus
Johnson Matthey,2023-06-27,98,44.57,credit_card,17:17,Denmark
Sacyr,2023-06-14,90,193.39,credit_card,10:30,North Macedonia
Repsol,2023-05-22,48,88.02,credit_card,20:28,Moldova
Stora Enso,2023-04-23,31,244.66,credit_card,10:23,Slovakia
ABB,2023-03-22,87,129.03,cash,17:29,Belgium
Novo Nordisk,2023-03-26,2,137.85,credit_card,17:08,Austria
Barclays,2023-08-28,92,202.99,cash,14:13,Belgium
Nestlé,2023-07-04,31,133.4,debit_card,20:41,United Kingdom
Compass Group,2023-02-12,97,224.28,cash,12:11,Albania
Delhaize Group,2023-09-13,14,22.11,cash,12:52,Greece
Assicurazioni Generali,2023-03-26,27,83.89,cash,18:51,Bosnia and Herzegovina
Barilla,2023-07-04,52,47.62,debit_card,02:43,Romania
Stellantis,2023-04-18,13,21.83,debit_card,14:40,Netherlands
Wolseley,2023-07-08,77,225.98,cash,16:54,Greece
RHI Magnesita,2023-02-19,92,145.31,credit_card,00:50,Monaco
